"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"187","RT @whydtry: rt if you have more followers than Melania Trump. https://t.co/9xHYLBhHSg",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784218324992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatsKeishon",125,TRUE,FALSE,NA,NA
"188","Are you ready if the Trump rally fades? How  to know how much risk you can stand https://t.co/VhQ10WlIeq #Business https://t.co/swPPNhRnr2",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784214110215",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","BusinessNews40",0,FALSE,FALSE,NA,NA
"189","RT @Complex: Shia LaBeouf's Anti-Trump Livestream Will Run for the Next Four Years: https://t.co/f15vji6sWd https://t.co/4IVme7fMTH",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784121802752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","calebshupe1",2162,TRUE,FALSE,NA,NA
"190","""Trump now works for us ‚Äì all of us. And if he forgets that, it will be our duty to remind him""   Dan Rather.  #MourningInAmerica",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784117641217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReelDancing",0,FALSE,FALSE,NA,NA
"191","RT @PostGraphics: Words Donald Trump said for the first time in any U.S. inaugural address https://t.co/35FAQMgktj",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784109273089",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ayesharaeesah",5757,TRUE,FALSE,NA,NA
"192","Trump acerca do Estado Isl√¢mico ""Vou bombarde√°-los at√© se borrarem todos"" sounds legit",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784096673796",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","catarina__a6",0,FALSE,FALSE,NA,NA
"193","RT @revistapiaui: [posse de Trump] Na piau√≠_124, Alejandro Chacoff contou como crescer com Reagan o ajudou a ver Trump: https://t.co/DOOffy‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784092442625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magliatxmartins",2,TRUE,FALSE,NA,NA
"194","RT @heda_clexa: Trump: ""Let's make America great again!""
Obama: https://t.co/HRBomq3Czm",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784079835138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","valtinski",321,TRUE,FALSE,NA,NA
"195","RT @Reuters: Trump trade strategy starts with quitting Asia pact: White House https://t.co/AILUn6fsDg",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784075698176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Electrofilico",31,TRUE,FALSE,NA,NA
"196","@YG Fuck Trump",FALSE,0,"YG",2017-01-20 19:58:30,FALSE,NA,"822533784033783810","29307032","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","POTUS410",0,FALSE,FALSE,NA,NA
"197","RT @UberFacts: Donald J. Trump is officially the 45th President of the United States. https://t.co/4szHWuko7D",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784033705987",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","derekbryant29",6170,TRUE,FALSE,NA,NA
"198","RT @ComplexMusic: .@officialjaden is on Shia LaBeouf's anti-Trump livestream motivating the youth ‚úä https://t.co/5VUs493xOH https://t.co/Hi‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784016920577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DevinButcher",131,TRUE,FALSE,NA,NA
"199","RT @h0elooks: PSA: I don't hate all white people only the ones that think they experience racism &amp; the ones that voted for Trump",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784012816387",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_xjennyj",1335,TRUE,FALSE,NA,NA
"200","RT @Modgi: Titular de @mundodeportivo ""Trump ya es el nuevo Presidente de los Estados Unidos: ¬øha fracasado Guardiola?""",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784012734464",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","alexpedrol",5,TRUE,FALSE,NA,NA
"201","RT @lntel: The world leaders group chat before Donald Trump's inauguration https://t.co/t361BLqSNt",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533784008593408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malinwovskwaya",812,TRUE,FALSE,NA,NA
"202","RT @ChadMac19: Trump's White House site deleted Civil Rights LGBTQ &amp; Climate Change just after he was sworn in.

That was the chance I gave‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783958200320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Frankie1654",19,TRUE,FALSE,NA,NA
"203","RT @DIVAZAFH: Que tristeza me da saber que Donald Trump es el nuevo presidente de Estados Unidos :( no me parece.",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783949873156",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","lalimystic",20,TRUE,FALSE,NA,NA
"204","RT @BeladonnaRogers: FACT: Anyone who doesn't wish Donald J. Trump well doesn't wish America well. https://t.co/fETcXlnIj6",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783903698948",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","babbet",575,TRUE,FALSE,NA,NA
"205","RT @vicenews: Donald Trump is now the president of the United States https://t.co/YPwLjyVRFf",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783874310147",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rockalbo15",135,TRUE,FALSE,NA,NA
"206","#InaugurationDay Este fue el mensaje que le envi√≥ @machadooficial a Donald Trump (@POTUS) https://t.co/Geo7RZoyzx https://t.co/gLRIz5e8l9",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783861731331",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TabascoHOY",0,FALSE,FALSE,NA,NA
"207","Trump earns praise on social, political, financial fronts https://t.co/DYm9APXwah",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783849173005",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Rolleen",0,FALSE,FALSE,NA,NA
"208","RT @dejbanlaw: Twitter Dug into Kellyanne Conway Over Her ‚ÄòTrump Revolutionary Wear‚Äô https://t.co/Uwk8eaid26 https://t.co/ZJdpMXndMs",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783828267008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zalie3235",51,TRUE,FALSE,NA,NA
"209","RT @Democrat_4Trump: Hillary deletes one more last email before Trump becomes president. Ì†æÌ¥£ https://t.co/Qa4zWFFAHc",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783782125570",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ANTON_AUS_TI",37,TRUE,FALSE,NA,NA
"210","RT @Brittferrari: KNOW THE DIFFERENCE. 

Obama 09' VS. Trump 17' https://t.co/Ny2b2NC5pX",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783777931264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ynafranada",1615,TRUE,FALSE,NA,NA
"211","RT @Vic_A15: Fuck Donald trump.",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783777902596",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erik_cardenas07",2,TRUE,FALSE,NA,NA
"212","Gotta say it, I ‚ù§Ô∏è this! Barron Trump plays Peek-a-Boo with his nephew as his dad signs orders in the foreground.‚Ä¶ https://t.co/DCy3guteTN",FALSE,0,NA,2017-01-20 19:58:30,TRUE,NA,"822533783756869634",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SassafrasSassy",0,FALSE,FALSE,NA,NA
"213","RT @V_of_Europe: Brexit and Trump are just the beginning. More countries will liberate themselves from globalisation and Islamisation. We w‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783752769536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TanyaMayfield1",430,TRUE,FALSE,NA,NA
"214","RT @Rob_Flaherty: One of the first things that Trump did as President was to make it harder for poorer borrowers to buy homes.

https://t.c‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783744344069",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ArrogantHair",953,TRUE,FALSE,NA,NA
"215","RT @voxdotcom: Photos: the crowd at Donald Trump‚Äôs inauguration vs. Barack Obama‚Äôs https://t.co/zA3nRJeu0C https://t.co/yu2KFZYv95",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783723327493",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","primordialstew",5025,TRUE,FALSE,NA,NA
"216","RT @andrewklavan: FACT CHECK: Donald Trump is, in fact, your president. #Inauguration",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783719124993",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SassyMelania",245,TRUE,FALSE,NA,NA
"217","RT @TomiLahren: They will march and protest and whine and bitch and then a magical thing will happen..nothing. President Trump will just co‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783706566657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImRachelPerry",2126,TRUE,FALSE,NA,NA
"218","RT @dabusalim: #Palestinians in #Bethlehem put up posters against #Trump: ""Move the embassy to your own country, not ours."" https://t.co/mo‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783702355969",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mkearley2008",1,TRUE,FALSE,NA,NA
"219","RT @hayleymiller01: Thousands have gathered at the #WeStandUnited rally outside Trump Int'l Hotel and Tower in NYC. https://t.co/iMKWlu5qIK",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783698153473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lakes_reo_pro",1826,TRUE,FALSE,NA,NA
"220","RT @w0nderlxnd: Ya esta, esta asumiendo Trump, no voy a poder ir nunca a EE.UU por ser latina y bisexual, igual no tengo guita ni queria ahr",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783677206528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macyazminx",6,TRUE,FALSE,NA,NA
"221","RT @GrizzliesCity: Donald trump is our 45th president! What a great day for america!",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783668789251",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trump_201723",2,TRUE,FALSE,NA,NA
"222","RT @Rob_Flaherty: One of the first things that Trump did as President was to make it harder for poorer borrowers to buy homes.

https://t.c‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783635316736",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","carlyandjack",953,TRUE,FALSE,NA,NA
"223","trump talked about how it's ""the people's time"" like he's one of us, when he literally lives in a gilded skyscraper",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783580770307",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sophie_hagy",0,FALSE,FALSE,NA,NA
"224","RT @JamilSmith: Pages already deleted from https://t.co/eaW0r9csS2: climate change, civil rights, health care, LGBT rights. https://t.co/ET‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783576608769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HasaniDeGrote",511,TRUE,FALSE,NA,NA
"225","""Putin-Trump kiss"" ‚Äî Mindaugas Bonanu Street Art 

#Inauguration #trump #streetart https://t.co/sHQvZkF59b",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783526248449",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","thelegendbase",0,FALSE,FALSE,NA,NA
"226","RT @JackSmithIV: Citizen comrades goose step past inauguration, protesting Trump. ""Make Russia great again!!"" https://t.co/A7TW0owAr3",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783492640769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StopTheCrazies1",605,TRUE,FALSE,NA,NA
"227","RT @Jezebel: Donald Trump plagiarized Bane in his #inauguration speech: https://t.co/Vt3tISj9s9 https://t.co/sSjkx7vcRJ",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783484239874",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kcmchlmrtns",9005,TRUE,FALSE,NA,NA
"228","RT @ComplexMusic: .@officialjaden is on Shia LaBeouf's anti-Trump livestream motivating the youth ‚úä https://t.co/5VUs493xOH https://t.co/Hi‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783442391041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","montielalondraa",129,TRUE,FALSE,NA,NA
"229","Surprise surprise. 
Trump elected president in 2020.Ì†ΩÌ∏≠Ì†ΩÌ∏≠ https://t.co/YrbZNnWIG5",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783438114817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kariuki_jnr",0,FALSE,FALSE,NA,NA
"230","Donald Trump's Full Inauguration Speech With Transcript https://t.co/W5sto6mUio https://t.co/2vUJFsGZAA",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783433973760",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CALLOUS_",0,FALSE,FALSE,NA,NA
"231","RT @afneil: Trump: time for ordinary people to be more important than Washington elite.
Then has lunch with DC elite while ordinary folk wa‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783429718021",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","open_debate",84,TRUE,FALSE,NA,NA
"232","RT @chrissyteigen: my favorite thing is trump supporters saying the crowds are low because they all HAVE JOBS, as they tweet, nonstop, from‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783371075587",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joselyynnnn",6253,TRUE,FALSE,NA,NA
"233","Trump presidente :((",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783333249026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","souacarolppk",0,FALSE,FALSE,NA,NA
"234","RT @travisandtyler: Amerika Ba≈ükanƒ±nƒ±n adƒ± Donald Trump ve Twitter adresi Real Donald Trump AGSGHSGGSHAHHAHHAHAJJAHHAHAHHSHHAHAHHAHAHHAHAHH‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783329112065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sevince1989",2,TRUE,FALSE,NA,NA
"235","RT @THEHermanCain: Report: Trump preparing 'dramatic' blueprint of intense budget cuts https://t.co/kKzDoj6Nyb https://t.co/KJBK8Kr3R6",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783303942144",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","AADVANTAGEPAINT",21,TRUE,FALSE,NA,NA
"236","RT @AdinaChel: Para distraerse de Trump veanme en @netasdivinas hablando del dinero en √©pocas de....Trump.
(A partir del minuto 28) https:/‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783295578115",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dsdlaclasemedia",3,TRUE,FALSE,NA,NA
"237","RT @NossaZoeira: Donald Trump diz que esta √© a sua pior fotografia, a pedido dele, n√£o compartilhem porque ele odeia auahuh https://t.co/Wv‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783295500290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariaasilva20",640,TRUE,FALSE,NA,NA
"238","RT @Slate: Donald Trump‚Äôs new Twitter background is from the inauguration of Barack Obama: https://t.co/mWlOmF88qw https://t.co/jNZjg1akVH",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783274536964",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MovingToMontana",1781,TRUE,FALSE,NA,NA
"239","RT @chrissyteigen: my favorite thing is trump supporters saying the crowds are low because they all HAVE JOBS, as they tweet, nonstop, from‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783253610497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zaynsuschrist",6253,TRUE,FALSE,NA,NA
"240","RT @nprpolitics: As Congress leaders and Trump dine on Capitol Hill, protesters and police continue to clash in other parts of D.C. https:/‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783224283137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AngieElliott30",5,TRUE,FALSE,NA,NA
"241","@TIME Hopefully Trump doesnt lump other W.Nations &amp; close allies in same group as ""every1"" else.  Close close allies shud get special status",FALSE,0,"TIME",2017-01-20 19:58:30,FALSE,"822532914873323520","822533783186456581","14293310","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FioritoPatrick",0,FALSE,FALSE,NA,NA
"242","RT @RealAlexJones: Full Text, Video: President Trump‚Äôs Inaugural Speech - https://t.co/y5nlxpCnC6 #InaugurationDay #infowars",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783169724418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deborahutchens",106,TRUE,FALSE,NA,NA
"243","RT @pussyrrriot: I want to exist, therefore I protest. Proclaim -- loudly -- your presence.

https://t.co/9pG6TMSBtt",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783169724417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yboobytheend",32,TRUE,FALSE,NA,NA
"244","RT @Mediaite: Trump's Inauguration Parade Looks to Be Sparsely Attended https://t.co/Q34IkP1nYW https://t.co/Zqi5ov01Ar",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783140397058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisHovde1776",58,TRUE,FALSE,NA,NA
"245","RT @Slate: Donald Trump‚Äôs new Twitter background is from the inauguration of Barack Obama: https://t.co/mWlOmF88qw https://t.co/jNZjg1akVH",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783119425543",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markcsoup",1781,TRUE,FALSE,NA,NA
"246","RT @KaosFact: Just look at the crowds! 

#InagurationDay #Kompromat #GoldenShowerGate #TheResistance #DumpTrump #MAGA #Trump #DTS https://t‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783111041027",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClauAspe1",33,TRUE,FALSE,NA,NA
"247","RT @LoriGarciia: Oficialmente Ricky es el gobernador y Trump es el Presidente pero oye vayan a la SanSe :)",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783060680704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","javillares12",9,TRUE,FALSE,NA,NA
"248","RT @tbonier: The continued attempts to reframe his historically weak coalition as a movement suggest Trump is deeply insecure about his leg‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783052283907",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","whitakerb2",31,TRUE,FALSE,NA,NA
"249","RT @mehdirhasan: ""In 1933, Roosevelt challenged the world to overcome fear. In 2017, Mr Trump told the world to be very afraid."" https://t.‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533783035478018",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Thierry_Dufay",69,TRUE,FALSE,NA,NA
"250","RT @nytimes: ‚ÄúWe will no longer accept politicians who are all talk and no action.‚Äù Here's Trump's speech, with our annotations. https://t.‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782913908741",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ccmoritz",19,TRUE,FALSE,NA,NA
"251","RT @eemanabbasi: LOOOL it started raining as soon as Trump started speaking. Even Mother Nature is crying  #Inauguration",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782901231620",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","More_nike3",364,TRUE,FALSE,NA,NA
"252","RT @afneil: Trump: time for ordinary people to be more important than Washington elite.
Then has lunch with DC elite while ordinary folk wa‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782867738626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","millymarch",88,TRUE,FALSE,NA,NA
"253","Ba≈ükan Trump""in ilk yapmasƒ± gereken Putin ile ili≈ükileri d√ºzeltip , deas illetine kar≈üƒ± ortak hava ve kara harekatƒ± d√ºzenlemek olmalƒ±..",FALSE,0,"BurakkAyten",2017-01-20 19:58:30,FALSE,"822530613827801088","822533782846787584","758218724","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BurakkAyten",0,FALSE,FALSE,NA,NA
"254","RT @tristanreveur: ""How do you plan on acting in Trump's America?"" https://t.co/7Zi2r8JkMb",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782800658433",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MexiBassMonkey",3897,TRUE,FALSE,NA,NA
"255","RT @STFUParents: When I brought up Trump's tax returns to a supporter yesterday, she said I should ""mind my own business"" https://t.co/yGfl‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782796464129",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Bluecat100",12,TRUE,FALSE,NA,NA
"256","@noonanville I'm giving it a month to see if a Trump piss video appears.",FALSE,0,"noonanville",2017-01-20 19:58:30,FALSE,"822533535428972544","822533782771236866","16015415","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaronpj",0,FALSE,FALSE,NA,NA
"257","Primer discurso de Donald Trump como presidente de Estados Unidos https://t.co/tULyrjugbr https://t.co/tQBlokoXtB",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782767026176",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","upstyreal",0,FALSE,FALSE,NA,NA
"258","@PyroAIt Has Trump been watching your videos? https://t.co/5ELXZ1mVjV",FALSE,0,"PyroAIt",2017-01-20 19:58:30,FALSE,NA,"822533782762831872","364803835","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MrLukeyy",0,FALSE,FALSE,NA,NA
"259","@AustinMahone trump can burn in hell Ì†ΩÌ∏äÌ†ΩÌ∏äÌ†ΩÌ∏ä",FALSE,0,"AustinMahone",2017-01-20 19:58:30,FALSE,"822491652585615360","822533782754521088","196795202","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","yungameezy96",0,FALSE,FALSE,NA,NA
"260","RT @EdgeofSports: Trump will do damage. People will die. He won't care. Resistance will mitigate that damage. It's not complicated and it's‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782725160960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","empireburlesque",93,TRUE,FALSE,NA,NA
"261","RT @LionelMedia: Trump just scared the crap out of the establishment.  No quarter whatsoever. No olive branch. No reaching out. No... https‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782712492034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cmroberts1028",15,TRUE,FALSE,NA,NA
"262","I'm glad trump is president. Retweet if you're glad as well. If you're not, don't reply to me that youre not,cause I wont care #Inauguration",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782679023620",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Goldcomedyz",0,FALSE,FALSE,NA,NA
"263","RT @TheDailyEdge: Failed casino owner Donald Trump sworn in as 45th President of the United States #Inauguration https://t.co/ojWmqpYWk9",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782620225537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gotherrific",347,TRUE,FALSE,NA,NA
"264","RT @SuperSitges: @gamergateblogde 

Das ist ne Nazi-Demo!
Alles unter dem Deckmantel Trump-Proteste. 

Solidarit√§t mit #Israel!

Stop Juden‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782620217344",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","merdeux_",1,TRUE,FALSE,NA,NA
"265","RT @VivaLaNneoma: Y'all better not kill Donald Trump though bc Mike Pence would literally put us in concentration camps",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782603464704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emreesee",440,TRUE,FALSE,NA,NA
"266","RT @politico: TV news anchors weigh in on Trump's #inauguration address: ‚ÄúDark‚Äù. ‚ÄúRadical.‚Äù ‚ÄúNot strong.‚Äù ‚ÄúA call to arms.‚Äù https://t.co/al‚Ä¶",FALSE,0,NA,2017-01-20 19:58:30,FALSE,NA,"822533782590853121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chacal_lachaise",91,TRUE,FALSE,NA,NA
